source_app,target_app,source_file,line,imported_symbol,classification,evidence
dashboard,api,apps\tenant\dashboard\api\views.py,16,IsTenantMember,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
dashboard,core,apps\tenant\dashboard\api\views.py,187,get_tenant_branding,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
dashboard,api,apps\tenant\dashboard\api\viewsets.py,12,BaseTenantViewSet,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
dashboard,api,apps\tenant\dashboard\api\viewsets.py,13,SintelDSVMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
dashboard,api,apps\tenant\dashboard\api\viewsets.py,14,"IsTenantMember, IsTenantAdmin",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
dashboard,core,apps\tenant\dashboard\api\viewsets.py,15,OrganizationalContextMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
dashboard,empresa,apps\tenant\dashboard\api\viewsets.py,44,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
empleados,core,apps\tenant\empleados\models.py,29,SintelTenantBaseModel,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empleados,empresa,apps\tenant\empleados\models.py,30,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
empleados,api,apps\tenant\empleados\services\api_mixins.py,8,BaseServiceMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empleados,core,apps\tenant\empleados\services\api_mixins.py,41,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empleados,core,apps\tenant\empleados\services\api_mixins.py,63,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empleados,api,apps\tenant\empleados\api\serializers.py,16,NormalizationMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empleados,empresa,apps\tenant\empleados\api\serializers.py,68,"Area, Empresa, Sede",CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
empleados,core,apps\tenant\empleados\api\serializers.py,673,"area_esta_en_alcance, sede_esta_en_alcance",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empleados,api,apps\tenant\empleados\api\viewsets.py,22,BaseTenantViewSet,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empleados,api,apps\tenant\empleados\api\viewsets.py,23,SintelDSVMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empleados,api,apps\tenant\empleados\api\viewsets.py,24,"HasTenantRole, IsTenantAdminOrReadOnly, IsTenantMember",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empleados,api,apps\tenant\empleados\api\viewsets.py,25,resolve_tenant_empresa,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empleados,empresa,apps\tenant\empleados\api\viewsets.py,349,"SedeSelector, AreaSelector",CONTROLLED,"importa un Selector de otra app (SedeSelector AreaSelector) - mismo patron Bounded Context que import directo de modelo, pero ya encapsula .only()/empresa_id internamente"
empleados,api,apps\tenant\empleados\views.py,15,SintelDSVMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empleados,core,apps\tenant\empleados\views.py,60,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empresa,core,apps\tenant\empresa\models.py,14,SintelTenantBaseModel,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empresa,perfil,apps\tenant\empresa\services\business_service.py,4,TenantProfile,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
empresa,api,apps\tenant\empresa\api\serializers.py,19,NormalizationMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empresa,api,apps\tenant\empresa\api\viewsets.py,36,BaseTenantViewSet,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empresa,api,apps\tenant\empresa\api\viewsets.py,37,"IsTenantAdmin, IsTenantAdminOrReadOnly, IsTenantMember",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empresa,api,apps\tenant\empresa\api\viewsets.py,38,resolve_tenant_empresa,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empresa,core,apps\tenant\empresa\api\viewsets.py,39,OrganizationalContextMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
empresa,api,apps\tenant\empresa\views.py,16,SintelDSVMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,core,apps\tenant\facturas\models.py,17,SintelTenantBaseModel,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,contabilidad,apps\tenant\facturas\models.py,284,RetencionesService,PULL,"RetencionesService es el punto de lectura sancionado del Pull Model de retenciones (ADR-001, arquitectura_general.md §6.7)"
facturas,contabilidad,apps\tenant\facturas\models.py,301,RetencionesService,PULL,"RetencionesService es el punto de lectura sancionado del Pull Model de retenciones (ADR-001, arquitectura_general.md §6.7)"
facturas,contabilidad,apps\tenant\facturas\models.py,318,RetencionesService,PULL,"RetencionesService es el punto de lectura sancionado del Pull Model de retenciones (ADR-001, arquitectura_general.md §6.7)"
facturas,empresa,apps\tenant\facturas\models.py,363,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
facturas,contabilidad,apps\tenant\facturas\models.py,490,RetencionesService,PULL,"RetencionesService es el punto de lectura sancionado del Pull Model de retenciones (ADR-001, arquitectura_general.md §6.7)"
facturas,contabilidad,apps\tenant\facturas\models.py,507,RetencionesService,PULL,"RetencionesService es el punto de lectura sancionado del Pull Model de retenciones (ADR-001, arquitectura_general.md §6.7)"
facturas,contabilidad,apps\tenant\facturas\models.py,524,RetencionesService,PULL,"RetencionesService es el punto de lectura sancionado del Pull Model de retenciones (ADR-001, arquitectura_general.md §6.7)"
facturas,empresa,apps\tenant\facturas\services\business_service.py,24,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
facturas,empresa,apps\tenant\facturas\services\business_service.py,36,"EmpresaNotConfiguredError, get_empresa_emisor_data",UNKNOWN,import de apps.tenant.empresa.services sin patron reconocido - requiere revision manual
facturas,contabilidad,apps\tenant\facturas\services\business_service.py,741,RetencionesService,PULL,"RetencionesService es el punto de lectura sancionado del Pull Model de retenciones (ADR-001, arquitectura_general.md §6.7)"
facturas,inventario,apps\tenant\facturas\services\business_service.py,894,"MovimientoInventario, Producto",CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
facturas,inventario,apps\tenant\facturas\services\business_service.py,895,KardexService,PUSH_CONTROLLED,"llama a KardexService de otra app con empresa_id explicito (Service Layer real, no bypass ORM)"
facturas,empresa,apps\tenant\facturas\services\business_service.py,153,Sede,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
facturas,contabilidad,apps\tenant\facturas\services\business_service.py,278,RetencionesService,PULL,"RetencionesService es el punto de lectura sancionado del Pull Model de retenciones (ADR-001, arquitectura_general.md §6.7)"
facturas,contabilidad,apps\tenant\facturas\services\business_service.py,326,RetencionesService,PULL,"RetencionesService es el punto de lectura sancionado del Pull Model de retenciones (ADR-001, arquitectura_general.md §6.7)"
facturas,clientes,apps\tenant\facturas\services\business_service.py,622,ClienteBusinessService,PUSH_CONTROLLED,"llama a ClienteBusinessService de otra app con empresa_id explicito (Service Layer real, no bypass ORM)"
facturas,proveedores,apps\tenant\facturas\services\business_service.py,636,ProveedorBusinessService,PUSH_CONTROLLED,"llama a ProveedorBusinessService de otra app con empresa_id explicito (Service Layer real, no bypass ORM)"
facturas,clientes,apps\tenant\facturas\services\business_service.py,499,ClienteBusinessService,PUSH_CONTROLLED,"llama a ClienteBusinessService de otra app con empresa_id explicito (Service Layer real, no bypass ORM)"
facturas,proveedores,apps\tenant\facturas\services\business_service.py,514,ProveedorBusinessService,PUSH_CONTROLLED,"llama a ProveedorBusinessService de otra app con empresa_id explicito (Service Layer real, no bypass ORM)"
facturas,inventario,apps\tenant\facturas\services\business_service.py,800,Producto,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
facturas,empresa,apps\tenant\facturas\services\business_service.py,1076,Sede,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
facturas,empresa,apps\tenant\facturas\services\crud_service.py,20,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
facturas,core,apps\tenant\facturas\services\electronic_invoice_service.py,31,"ElectronicDocument, ElectronicDocumentTransportPort, NullTransportAdapter, TransmissionResult",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,core,apps\tenant\facturas\services\electronic_invoice_service.py,37,AttachedDocumentService,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,inventario,apps\tenant\facturas\services\selectors.py,466,"Producto, Servicio",CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
facturas,inventario,apps\tenant\facturas\services\selectors.py,511,"Producto, Servicio",CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
facturas,bancos,apps\tenant\facturas\services\selectors.py,566,TransaccionBancaria,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
facturas,cotizaciones,apps\tenant\facturas\services\selectors.py,311,CotizacionSelector,CONTROLLED,"importa un Selector de otra app (CotizacionSelector) - mismo patron Bounded Context que import directo de modelo, pero ya encapsula .only()/empresa_id internamente"
facturas,clientes,apps\tenant\facturas\services\selectors.py,366,Cliente,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
facturas,proveedores,apps\tenant\facturas\services\selectors.py,413,Proveedor,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
facturas,cotizaciones,apps\tenant\facturas\services\selectors.py,321,Cotizacion,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
facturas,empresa,apps\tenant\facturas\services\services_mail_ingestion.py,171,get_mailbox_config,UNKNOWN,import de apps.tenant.empresa.services sin patron reconocido - requiere revision manual
facturas,empresa,apps\tenant\facturas\services\services_mail_ingestion.py,208,MailInboxConfig,UNKNOWN,import directo de modelo sin evidencia de filtro empresa_id cercano - requiere revision manual
facturas,core,apps\tenant\facturas\services\dian\__init__.py,17,"XadesSignerService, AttachedDocumentService",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,api,apps\tenant\facturas\api\permissions.py,9,IsTenantAdminOrReadOnly,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,empresa,apps\tenant\facturas\api\serializers.py,11,Sede,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
facturas,core,apps\tenant\facturas\api\serializers.py,324,sede_esta_en_alcance,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,api,apps\tenant\facturas\api\viewsets.py,32,"IsTenantMember, IsTenantAdminOrReadOnly",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,core,apps\tenant\facturas\api\viewsets.py,33,OrganizationalContextMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,empresa,apps\tenant\facturas\api\viewsets.py,34,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
facturas,api,apps\tenant\facturas\api\viewsets.py,69,BaseTenantViewSet,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,core,apps\tenant\facturas\api\viewsets.py,226,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,contabilidad,apps\tenant\facturas\api\viewsets.py,292,RetencionesService,PULL,"RetencionesService es el punto de lectura sancionado del Pull Model de retenciones (ADR-001, arquitectura_general.md §6.7)"
facturas,core,apps\tenant\facturas\api\viewsets.py,368,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,core,apps\tenant\facturas\api\viewsets.py,714,MockTransportAdapter,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,api,apps\tenant\facturas\api\views_mail_ingestion.py,17,RelaxedJWTAuthentication,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,api,apps\tenant\facturas\api\views_mail_ingestion.py,18,"IsTenantMember, IsTenantAdminOrReadOnly",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,empresa,apps\tenant\facturas\api\views_mail_ingestion.py,20,MailInboxConfig,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
facturas,perfil,apps\tenant\facturas\api\views_mail_ingestion.py,48,get_or_create_profile,UNKNOWN,import de apps.tenant.perfil.services.perfil_service sin patron reconocido - requiere revision manual
facturas,perfil,apps\tenant\facturas\api\views_mail_ingestion.py,104,get_or_create_profile,UNKNOWN,import de apps.tenant.perfil.services.perfil_service sin patron reconocido - requiere revision manual
facturas,perfil,apps\tenant\facturas\api\views_mail_ingestion.py,134,get_or_create_profile,UNKNOWN,import de apps.tenant.perfil.services.perfil_service sin patron reconocido - requiere revision manual
facturas,perfil,apps\tenant\facturas\api\views_mail_ingestion.py,199,get_or_create_profile,UNKNOWN,import de apps.tenant.perfil.services.perfil_service sin patron reconocido - requiere revision manual
facturas,api,apps\tenant\facturas\views.py,17,SintelDSVMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
facturas,core,apps\tenant\facturas\views.py,60,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
gastos,core,apps\tenant\gastos\models.py,20,SintelTenantBaseModel,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
gastos,empresa,apps\tenant\gastos\models.py,21,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
gastos,inventario,apps\tenant\gastos\models.py,343,MovimientoInventarioSelector,CONTROLLED,"importa un Selector de otra app (MovimientoInventarioSelector) - mismo patron Bounded Context que import directo de modelo, pero ya encapsula .only()/empresa_id internamente"
gastos,api,apps\tenant\gastos\services\api_mixins.py,9,BaseServiceMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
gastos,core,apps\tenant\gastos\services\api_mixins.py,38,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
gastos,core,apps\tenant\gastos\services\api_mixins.py,56,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
gastos,empresa,apps\tenant\gastos\services\business_service.py,368,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
gastos,proveedores,apps\tenant\gastos\services\business_service.py,381,Proveedor,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
gastos,proveedores,apps\tenant\gastos\services\business_service.py,132,Proveedor,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
gastos,contabilidad,apps\tenant\gastos\services\business_service.py,189,RetencionesService,PULL,"RetencionesService es el punto de lectura sancionado del Pull Model de retenciones (ADR-001, arquitectura_general.md §6.7)"
gastos,inventario,apps\tenant\gastos\services\business_service.py,170,MovimientoInventarioSelector,CONTROLLED,"importa un Selector de otra app (MovimientoInventarioSelector) - mismo patron Bounded Context que import directo de modelo, pero ya encapsula .only()/empresa_id internamente"
gastos,proveedores,apps\tenant\gastos\api\serializers.py,13,Proveedor,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
gastos,empresa,apps\tenant\gastos\api\serializers.py,14,Sede,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
gastos,core,apps\tenant\gastos\api\serializers.py,316,sede_esta_en_alcance,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
gastos,api,apps\tenant\gastos\api\viewsets.py,23,"IsTenantAdminOrReadOnly, IsTenantMember",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
gastos,api,apps\tenant\gastos\api\viewsets.py,42,SintelDSVMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
gastos,api,apps\tenant\gastos\api\viewsets.py,43,BaseTenantViewSet,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
gastos,core,apps\tenant\gastos\api\viewsets.py,44,OrganizationalContextMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
gastos,core,apps\tenant\gastos\api\viewsets.py,259,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
gastos,contabilidad,apps\tenant\gastos\api\viewsets.py,216,RetencionesService,PULL,"RetencionesService es el punto de lectura sancionado del Pull Model de retenciones (ADR-001, arquitectura_general.md §6.7)"
gastos,api,apps\tenant\gastos\views.py,21,SintelDSVMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
gastos,core,apps\tenant\gastos\views.py,52,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
inventario,core,apps\tenant\inventario\models.py,8,SintelTenantBaseModel,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
inventario,empresa,apps\tenant\inventario\models.py,11,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
inventario,core,apps\tenant\inventario\services\api_mixins.py,320,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
inventario,core,apps\tenant\inventario\services\api_mixins.py,292,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
inventario,empresa,apps\tenant\inventario\services\business_service.py,360,Sede,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
inventario,empresa,apps\tenant\inventario\services\ingesta_service.py,9,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
inventario,empresa,apps\tenant\inventario\services\selectors.py,19,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
inventario,api,apps\tenant\inventario\api\serializers.py,15,NormalizationMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
inventario,empresa,apps\tenant\inventario\api\serializers.py,16,"Area, Empresa, Sede",CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
inventario,api,apps\tenant\inventario\api\viewsets.py,15,"IsTenantAdmin, IsTenantAdminOrReadOnly, IsTenantMember",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
inventario,api,apps\tenant\inventario\api\viewsets.py,16,BaseTenantViewSet,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
inventario,core,apps\tenant\inventario\api\viewsets.py,17,OrganizationalContextMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
inventario,core,apps\tenant\inventario\api\viewsets.py,527,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
inventario,core,apps\tenant\inventario\api\viewsets.py,546,"OrganizationalScope, OrganizationalScopeError",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
inventario,api,apps\tenant\inventario\views.py,15,SintelDSVMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
landing,empresa,apps\tenant\landing\services\api_mixins.py,28,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
landing,empresa,apps\tenant\landing\services\selectors.py,4,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
landing,core,apps\tenant\landing\api\serializers.py,31,get_primary_domain,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
landing,core,apps\tenant\landing\api\serializers.py,53,get_tenant_branding,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
landing,core,apps\tenant\landing\api\serializers.py,125,check_membership,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
landing,core,apps\tenant\landing\api\serializers.py,276,verify_invitation,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
landing,core,apps\tenant\landing\api\serializers.py,294,check_membership,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
perfil,core,apps\tenant\perfil\models.py,6,SintelTenantBaseModel,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
perfil,core,apps\tenant\perfil\services\business_service.py,10,"check_membership_by_schema, check_primary_admin",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
perfil,empresa,apps\tenant\perfil\services\business_service.py,11,"Area, Empresa, Sede",CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
perfil,empresa,apps\tenant\perfil\api\mixins.py,2,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
perfil,api,apps\tenant\perfil\api\permissions.py,13,"HasTenantRole, IsTenantAdmin, IsTenantProfileAdmin, IsTenantProfileOperadorOrAdmin, _get_perfil, _resolve_empresa",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
perfil,core,apps\tenant\perfil\api\permissions.py,21,check_primary_admin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
perfil,api,apps\tenant\perfil\api\viewsets.py,32,BaseTenantViewSet,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
perfil,api,apps\tenant\perfil\api\viewsets.py,33,"IsTenantAdminOrReadOnly, IsTenantMember",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
perfil,core,apps\tenant\perfil\api\viewsets.py,34,OrganizationalContextMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
perfil,empresa,apps\tenant\perfil\api\viewsets.py,35,"Area, Empresa, Sede",CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
perfil,api,apps\tenant\perfil\views.py,14,SintelDSVMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proveedores,core,apps\tenant\proveedores\models.py,12,SintelTenantBaseModel,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proveedores,empresa,apps\tenant\proveedores\models.py,13,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
proveedores,api,apps\tenant\proveedores\services\api_mixins.py,8,BaseServiceMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proveedores,empresa,apps\tenant\proveedores\services\business_service.py,12,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
proveedores,empresa,apps\tenant\proveedores\services\business_service.py,249,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
proveedores,facturas,apps\tenant\proveedores\services\selectors.py,227,Factura,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proveedores,facturas,apps\tenant\proveedores\services\selectors.py,360,Factura,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proveedores,api,apps\tenant\proveedores\api\serializers.py,14,NormalizationMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proveedores,empresa,apps\tenant\proveedores\api\serializers.py,15,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
proveedores,facturas,apps\tenant\proveedores\api\serializers.py,231,Factura,CONTROLLED,"import directo de modelo + filtro empresa_id detectado en el mismo archivo (patron Bounded Context, AGENTS.md §18)"
proveedores,api,apps\tenant\proveedores\api\viewsets.py,11,BaseTenantViewSet,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proveedores,api,apps\tenant\proveedores\api\viewsets.py,12,"IsTenantMember, IsTenantAdminOrReadOnly",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proveedores,api,apps\tenant\proveedores\api\viewsets.py,13,"render_template_safe, resolve_tenant_empresa",ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proveedores,core,apps\tenant\proveedores\api\viewsets.py,14,OrganizationalContextMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proveedores,empresa,apps\tenant\proveedores\api\viewsets.py,15,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
proveedores,api,apps\tenant\proveedores\views.py,15,SintelDSVMixin,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proveedores,facturas,apps\tenant\proveedores\tables.py,17,Factura,UNKNOWN,import directo de modelo sin evidencia de filtro empresa_id cercano - requiere revision manual
proyectos,core,apps\tenant\proyectos\models.py,19,SintelTenantBaseModel,ALLOWED,"app de infraestructura (core/api), permitido por AGENTS.md"
proyectos,empresa,apps\tenant\proyectos\models.py,20,Empresa,CONTROLLED,Empresa es el singleton del tenant (no tiene su propio empresa_id) - resolverlo desde otra app es el patron establecido en las 17 apps (SintelDSVMixin._get_empresa())
